region_id,value
3552403,687.25301706
3534302,2000.49759855
3527108,13032.77337198
4113205,69327.98617212
4114807,40556.49443991
4210100,136.09393965
4209003,8998.27083936
4303004,6771.9078459
4303558,14292.22813848
4310207,30943.65385755
4307005,27055.89020367
4322806,23522.84736525
4304606,19565.25160806
4314100,39793.41391986
4312617,5024.27414304
3143302,10067.79994731
3306305,387.19499976
3304110,11984.58277587
2914406,25498.09781316
2906501,11020.78817991
2930709,308.95681059
5201108,27560.52921123
5215702,3405.18045978
5218003,10281.14325153
5208004,13972.30739865
5210109,17087.84067465
5220405,14222.55288321
5105259,7658.80786971
5107602,52888.64655024
5103403,9079.39662966
5103700,2779.81314696
5108857,8524.29373929
5102678,9065.32005645
5106224,14699.1316149
