region_id,value
11006,134431.19999999998
12004,268862.39999999997
13008,134431.19999999998
15017,241976.16
17006,672156.0
21016,150562.944
21019,188203.67999999996
21021,225844.41599999994
22003,403293.6
24017,107544.96
24019,833473.4400000001
25020,241976.16
25022,510838.56000000006
25023,564611.0399999999
26013,914132.16
26014,430179.84
26015,1666946.88
26016,349521.12000000005
26018,806587.2
27008,268862.39999999997
27009,1640060.6399999997
27011,1075449.5999999999
27012,3307007.52
27013,268862.39999999997
28003,268862.39999999997
28008,188203.68
28010,268862.39999999997
29004,430179.84
29019,53772.48
29032,591497.2799999999
31002,1774491.8399999999
31004,403293.6
31016,322634.87999999995
31017,2365989.12
31018,2473534.08
31021,5027726.88
31022,5431020.4799999995
31023,1209880.7999999998
31024,349521.12000000005
31026,833473.4400000001
31042,672156.0
31048,268862.39999999997
31060,215089.92
32002,403293.6
32005,268862.39999999997
32006,134431.19999999998
32013,268862.39999999997
35001,645269.7599999999
35002,1855150.5599999996
35003,537724.7999999999
35004,9705932.639999999
35005,6076290.24
35006,430179.84
35007,2823055.2
35008,2231557.92
35009,1747605.5999999999
35010,7339943.52
35011,1666946.88
35012,806587.2
35013,6318266.4
35014,9517728.959999999
35015,967904.64
35016,4006049.76
35017,4705092.0
35018,3118803.8399999994
35019,2392875.36
35020,2097126.7199999995
35021,5457906.72
35022,2097126.72
35023,1075449.5999999999
35024,3495211.2
35025,860359.6799999999
35026,779700.96
35027,2876827.6799999997
35028,3280121.28
35029,1613174.4
35030,1209880.7999999998
35031,483952.32
35032,967904.6399999999
35034,860359.68
35035,860359.6799999999
35036,4785750.72
35037,1478743.2
35039,5377248.0
35040,1801378.0799999998
35042,537724.7999999999
35043,806587.2
43006,26886.24
43021,13443.12
43026,13443.12
43030,13443.12
50003,403293.6
50005,1021677.1199999999
50007,268862.39999999997
50008,806587.2
50010,6667787.52
50011,3172576.32
51004,914132.16
51005,268862.39999999997
51013,2285330.4
51014,483952.32
51021,349521.12000000005
51022,1021677.1199999999
52004,134431.19999999998
52006,3307007.52
52007,268862.39999999997
52009,672156.0
52013,5592337.92
52014,3253235.04
52015,4436229.6
52017,188203.68
52018,3764073.5999999996
